MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,78.8270000,78.7473373,71.3073730,-8.0276051
MsgID.LOCAL_VELOCITY,78.8270000,0.0125976,0.0043965,-0.0316194
MsgID.GLOBAL_POSITION,0.0000000,-122.3966510,37.7931891,8.0270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-0.0300000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,79.0770000,78.8544617,71.4909744,-8.0296745
MsgID.LOCAL_VELOCITY,79.0770000,0.0202934,0.0094103,0.0163961
MsgID.GLOBAL_POSITION,0.0000000,-122.3966490,37.7931901,8.0290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,79.3270000,79.0198364,71.4943771,-8.0244350
MsgID.LOCAL_VELOCITY,79.3270000,0.0143637,0.0026787,0.0206201
MsgID.GLOBAL_POSITION,0.0000000,-122.3966489,37.7931916,8.0240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,79.5780000,79.0126419,71.5298309,-8.0274010
MsgID.LOCAL_VELOCITY,79.5780000,-0.0071280,-0.0030260,-0.0338150
MsgID.GLOBAL_POSITION,0.0000000,-122.3966485,37.7931915,8.0270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,79.8280000,78.7853546,71.6123505,-8.0307131
MsgID.LOCAL_VELOCITY,79.8280000,-0.0154393,-0.0130341,0.0720118
MsgID.GLOBAL_POSITION,0.0000000,-122.3966476,37.7931895,8.0300000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0100000,0.0700000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,80.0780000,78.8709946,71.4477921,-8.0196066
MsgID.LOCAL_VELOCITY,80.0780000,0.0004558,-0.0218218,0.0172955
MsgID.GLOBAL_POSITION,0.0000000,-122.3966495,37.7931903,8.0190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,0.0100000
MsgID.LOCAL_POSITION,80.3280000,78.8374786,71.4200897,-8.0295706
MsgID.LOCAL_VELOCITY,80.3280000,0.0097958,-0.0118018,0.0155282
MsgID.GLOBAL_POSITION,0.0000000,-122.3966498,37.7931900,8.0290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.0100000
MsgID.LOCAL_POSITION,80.5780000,78.7586212,71.4354630,-8.0299349
MsgID.LOCAL_VELOCITY,80.5780000,0.0058689,-0.0040125,0.0771813
MsgID.GLOBAL_POSITION,0.0000000,-122.3966496,37.7931892,8.0290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0700000
MsgID.LOCAL_POSITION,80.8280000,78.8957062,71.4153442,-8.0240631
